doc_file,topic_id,topic_label,topic_proportion
20160102NOPDAL.txt,4,Drive or shot contested by defender,0.3277777777777778
20171122MILPHO.txt,4,Drive or shot contested by defender,0.3275729646697388
20171110MIAUTA.txt,6,Off-ball or weak-side contact,0.3275577557755776
20170115CHIMEM.txt,7,Post-play physical contact,0.3275577557755776
20160503MIATOR.txt,6,Off-ball or weak-side contact,0.3275482093663912
20171017HOUGSW.txt,8,Marginal contact & non-call assessment,0.3272849462365592
20170321CHITOR.txt,11,General shooting foul situation,0.3272222222222222
20151218DETCHI.txt,3,Perimeter shot with defender contact,0.3269822940723634
20170215CHATOR.txt,10,Wing isolation or drive play,0.3266666666666666
20170310GSWMIN.txt,1,Shot attempt with incidental contact,0.3266369047619047
20171206DETMIL.txt,9,Guard-driven shot with defensive pressure,0.3265432098765432
20180124UTADET.txt,3,Perimeter shot with defender contact,0.3264492753623188
20180106BOSBKN.txt,10,Wing isolation or drive play,0.3264110756123536
20150413NYKATL.txt,2,Replay review and ruling outcome,0.3263565891472868
20161116HOUOKC.txt,5,Screen-related offensive contact,0.326309067688378
20170314PHIGSW.txt,9,Guard-driven shot with defensive pressure,0.325944170771757
20171113PHILAC.txt,9,Guard-driven shot with defensive pressure,0.3257887517146776
20160401TORMEM.txt,10,Wing isolation or drive play,0.3257887517146776
20151114ORLWAS.txt,3,Perimeter shot with defender contact,0.3257575757575757
20180324CHADAL.txt,9,Guard-driven shot with defensive pressure,0.3256944444444444
20171211NOPHOU.txt,4,Drive or shot contested by defender,0.3255977496483825
20170116NOPIND.txt,4,Drive or shot contested by defender,0.3255977496483825
20150502SASLAC.txt,0,Close-range contact near the basket,0.3255952380952381
20151219CHAWAS.txt,9,Guard-driven shot with defensive pressure,0.3254799301919721
20170418MILTOR.txt,9,Guard-driven shot with defensive pressure,0.3251851851851852
20171117LACCLE.txt,1,Shot attempt with incidental contact,0.3251718213058419
20170305INDATL.txt,5,Screen-related offensive contact,0.3250915750915751
20170224BOSTOR.txt,11,General shooting foul situation,0.3250915750915751
20170226NOPOKC.txt,5,Screen-related offensive contact,0.3250915750915751
20151129HOUNYK.txt,4,Drive or shot contested by defender,0.3249754178957719
20160102DENGSW.txt,11,General shooting foul situation,0.3248697916666667
20171028PHOPOR.txt,3,Perimeter shot with defender contact,0.3247126436781609
20161214CHAWAS.txt,9,Guard-driven shot with defensive pressure,0.3246031746031746
20180130DENSAS.txt,7,Post-play physical contact,0.3242521367521367
20170408MIAWAS.txt,6,Off-ball or weak-side contact,0.3239942528735632
20180303BOSHOU.txt,11,General shooting foul situation,0.323982398239824
20160331LACOKC.txt,5,Screen-related offensive contact,0.3238719068413391
20170423HOUOKC.txt,8,Marginal contact & non-call assessment,0.3237463126843658
20171124CHACLE.txt,1,Shot attempt with incidental contact,0.3237179487179487
20161125TORMIL.txt,9,Guard-driven shot with defensive pressure,0.3236914600550964
20151226LACUTA.txt,0,Close-range contact near the basket,0.3236559139784946
20161118ATLCHA.txt,9,Guard-driven shot with defensive pressure,0.3236173393124066
20150524ATLCLE.txt,2,Replay review and ruling outcome,0.3236057068741894
20160403INDNYK.txt,5,Screen-related offensive contact,0.3234848484848485
20160326BOSPHO.txt,4,Drive or shot contested by defender,0.3232662192393736
20160130DENIND.txt,11,General shooting foul situation,0.323208722741433
20160402TORSAS.txt,10,Wing isolation or drive play,0.3230593607305936
20160229UTABOS.txt,0,Close-range contact near the basket,0.3230593607305936
20180208CHAPOR.txt,9,Guard-driven shot with defensive pressure,0.3226950354609929
20171207LALPHI.txt,6,Off-ball or weak-side contact,0.3224455611390285
20170315MEMCHI.txt,7,Post-play physical contact,0.3224455611390285
20170114SASPHO.txt,4,Drive or shot contested by defender,0.3222789115646258
20180415MILBOS.txt,9,Guard-driven shot with defensive pressure,0.3220277169948942
20180404SASLAL.txt,6,Off-ball or weak-side contact,0.3215277777777778
20180427OKCUTA.txt,5,Screen-related offensive contact,0.3213879408418658
20170204GSWSAC.txt,7,Post-play physical contact,0.3211856171039844
20150304PORLAC.txt,0,Close-range contact near the basket,0.3210678210678211
20161108PHOPOR.txt,4,Drive or shot contested by defender,0.3208333333333333
20180122MIAHOU.txt,8,Marginal contact & non-call assessment,0.3206666666666667
20161121HOUDET.txt,3,Perimeter shot with defender contact,0.3205128205128205
20160205INDATL.txt,5,Screen-related offensive contact,0.3198198198198198
20150320MILBKN.txt,10,Wing isolation or drive play,0.3196117804551539
20151225SASHOU.txt,7,Post-play physical contact,0.319023569023569
20151030OKCORL.txt,5,Screen-related offensive contact,0.318859649122807
20171226MEMPHO.txt,4,Drive or shot contested by defender,0.3187229437229437
20160330GSWUTA.txt,6,Off-ball or weak-side contact,0.3183656957928802
20151119GSWLAC.txt,0,Close-range contact near the basket,0.3181159420289855
20171025WASLAL.txt,6,Off-ball or weak-side contact,0.3179012345679012
20170329OKCORL.txt,3,Perimeter shot with defender contact,0.317816091954023
20180202LALBKN.txt,10,Wing isolation or drive play,0.3175582990397805
20170226BOSDET.txt,11,General shooting foul situation,0.3173611111111111
20151128TORWAS.txt,10,Wing isolation or drive play,0.3173258003766478
20171227DENMIN.txt,1,Shot attempt with incidental contact,0.3172635445362718
20160120MINDAL.txt,1,Shot attempt with incidental contact,0.3171462829736211
20180306MIAWAS.txt,6,Off-ball or weak-side contact,0.3170624450307828
20171112TORBOS.txt,10,Wing isolation or drive play,0.3170594837261504
20160128DENWAS.txt,11,General shooting foul situation,0.3170572916666667
20160203MINLAC.txt,1,Shot attempt with incidental contact,0.3170542635658915
20170125LALPOR.txt,3,Perimeter shot with defender contact,0.3167641325536062
20171109CLEHOU.txt,8,Marginal contact & non-call assessment,0.3167388167388167
20170212DETTOR.txt,10,Wing isolation or drive play,0.3167388167388167
20161209NYKSAC.txt,4,Drive or shot contested by defender,0.3166666666666667
20151104ORLHOU.txt,3,Perimeter shot with defender contact,0.3166160081053698
20170410CLEMIA.txt,6,Off-ball or weak-side contact,0.3164251207729469
20161221DALPOR.txt,3,Perimeter shot with defender contact,0.3163992869875223
20180107SASPOR.txt,7,Post-play physical contact,0.3162568306010929
20170202LALWAS.txt,6,Off-ball or weak-side contact,0.316123188405797
20170512BOSWAS.txt,11,General shooting foul situation,0.3160095579450418
20161130ATLPHO.txt,2,Replay review and ruling outcome,0.3158436213991769
20160424CLEDET.txt,1,Shot attempt with incidental contact,0.3158295281582953
20160126LACIND.txt,0,Close-range contact near the basket,0.3158295281582953
20150607CLEGSW.txt,6,Off-ball or weak-side contact,0.3156984785615491
20180411TORMIA.txt,10,Wing isolation or drive play,0.3156028368794326
20151213UTAOKC.txt,0,Close-range contact near the basket,0.3155668358714044
20151212NOPCHI.txt,4,Drive or shot contested by defender,0.3154761904761904
20160307SASIND.txt,7,Post-play physical contact,0.3152920962199312
20170330BKNDET.txt,3,Perimeter shot with defender contact,0.315230961298377
20160421GSWHOU.txt,6,Off-ball or weak-side contact,0.315230961298377
20180409PORDEN.txt,3,Perimeter shot with defender contact,0.3150252525252525
20160329CHIIND.txt,5,Screen-related offensive contact,0.3148148148148148
20160106CHAPHO.txt,9,Guard-driven shot with defensive pressure,0.3147163120567375
20170111MEMOKC.txt,7,Post-play physical contact,0.3147163120567375
20151211OKCUTA.txt,0,Close-range contact near the basket,0.3146766169154228
20180121BKNDET.txt,10,Wing isolation or drive play,0.3146367521367521
20171229MILOKC.txt,5,Screen-related offensive contact,0.3145325203252033
20170423CLEIND.txt,1,Shot attempt with incidental contact,0.3144144144144144
20161125CHANYK.txt,9,Guard-driven shot with defensive pressure,0.3143939393939394
20180103SASPHI.txt,7,Post-play physical contact,0.3143939393939394
20171124TORIND.txt,10,Wing isolation or drive play,0.314367816091954
20160210LACBOS.txt,11,General shooting foul situation,0.314367816091954
20180119SASTOR.txt,7,Post-play physical contact,0.3142701525054466
20160417DETCLE.txt,3,Perimeter shot with defender contact,0.3142620232172471
20170331DENCHA.txt,9,Guard-driven shot with defensive pressure,0.3139059304703476
20160523CLETOR.txt,10,Wing isolation or drive play,0.3139059304703476
20151129PHOTOR.txt,4,Drive or shot contested by defender,0.313768115942029
20170213SASIND.txt,5,Screen-related offensive contact,0.3136752136752136
20171206CHIIND.txt,5,Screen-related offensive contact,0.3136315228966986
20161111SACPOR.txt,7,Post-play physical contact,0.3135860979462875
20171113CLENYK.txt,1,Shot attempt with incidental contact,0.3134430727023319
20180203MIADET.txt,6,Off-ball or weak-side contact,0.3131944444444444
20160221UTAPOR.txt,0,Close-range contact near the basket,0.3128019323671497
20160210TORMIN.txt,10,Wing isolation or drive play,0.3127705627705627
20171210DALMIN.txt,1,Shot attempt with incidental contact,0.3126666666666667
20151218MILGSW.txt,6,Off-ball or weak-side contact,0.3126666666666667
20171129WASPHI.txt,9,Guard-driven shot with defensive pressure,0.3121980676328502
20170203CHIHOU.txt,8,Marginal contact & non-call assessment,0.3121794871794872
20180129MIADAL.txt,6,Off-ball or weak-side contact,0.3121794871794872
20180128LACNOP.txt,4,Drive or shot contested by defender,0.3118948824343015
20180316BKNPHI.txt,10,Wing isolation or drive play,0.3118101545253863
20171203SASOKC.txt,5,Screen-related offensive contact,0.3118022328548644
20180130ORLHOU.txt,8,Marginal contact & non-call assessment,0.3114856429463171
20180110MIAIND.txt,5,Screen-related offensive contact,0.3110021786492375
20170101SASATL.txt,7,Post-play physical contact,0.3109649122807018
20171018ATLDAL.txt,2,Replay review and ruling outcome,0.3107714701601164
20170114ORLUTA.txt,3,Perimeter shot with defender contact,0.3105515587529975
20180302DENMEM.txt,7,Post-play physical contact,0.3104719764011799
20171109NOPTOR.txt,4,Drive or shot contested by defender,0.3104719764011799
20180127BOSGSW.txt,11,General shooting foul situation,0.3104366347177849
20180320OKCBOS.txt,11,General shooting foul situation,0.3102016607354685
20151115TORSAC.txt,10,Wing isolation or drive play,0.3101010101010101
20180129MINATL.txt,1,Shot attempt with incidental contact,0.3099891422366992
20151225NOPMIA.txt,4,Drive or shot contested by defender,0.3098958333333333
20170404DENNOP.txt,11,General shooting foul situation,0.3098484848484849
20171116GSWBOS.txt,6,Off-ball or weak-side contact,0.3096969696969697
20151127PHIHOU.txt,9,Guard-driven shot with defensive pressure,0.3096707818930041
20170105UTATOR.txt,10,Wing isolation or drive play,0.3096707818930041
20170326MIABOS.txt,11,General shooting foul situation,0.3094362745098039
20180115TORPHI.txt,10,Wing isolation or drive play,0.3090277777777778
20151209LALMIN.txt,1,Shot attempt with incidental contact,0.308688387635756
20180329INDSAC.txt,5,Screen-related offensive contact,0.3084045584045584
20170407DETHOU.txt,8,Marginal contact & non-call assessment,0.308130081300813
20180302GSWATL.txt,6,Off-ball or weak-side contact,0.308041504539559
20171215DETIND.txt,5,Screen-related offensive contact,0.3079954954954955
20171103MIADEN.txt,11,General shooting foul situation,0.3077380952380952
20180120TORMIN.txt,1,Shot attempt with incidental contact,0.3077360637087599
20180101ORLBKN.txt,10,Wing isolation or drive play,0.3077342047930283
20180330MILLAL.txt,6,Off-ball or weak-side contact,0.3075296108291032
20171117OKCSAS.txt,5,Screen-related offensive contact,0.3074712643678161
20180302INDMIL.txt,5,Screen-related offensive contact,0.3074229691876751
20160405SASUTA.txt,7,Post-play physical contact,0.3073899371069182
20170130SACPHI.txt,9,Guard-driven shot with defensive pressure,0.307347670250896
20170116UTAPHO.txt,4,Drive or shot contested by defender,0.3070175438596491
20180227PHIMIA.txt,9,Guard-driven shot with defensive pressure,0.306592039800995
20170607GSWCLE.txt,6,Off-ball or weak-side contact,0.306136680613668
20180407NOPGSW.txt,4,Drive or shot contested by defender,0.306047197640118
20160205MEMNYK.txt,7,Post-play physical contact,0.3059467918622848
20170127SACIND.txt,7,Post-play physical contact,0.3058882235528942
20150401DALOKC.txt,5,Screen-related offensive contact,0.3058333333333333
20150319MINNYK.txt,1,Shot attempt with incidental contact,0.3057598039215686
20160309DETDAL.txt,2,Replay review and ruling outcome,0.3056801195814649
20160416BOSATL.txt,11,General shooting foul situation,0.3054363376251788
20150405CHICLE.txt,1,Shot attempt with incidental contact,0.3053830227743271
20160407PHOHOU.txt,4,Drive or shot contested by defender,0.3053030303030303
20180210MILORL.txt,3,Perimeter shot with defender contact,0.3053030303030303
20180310PHOCHA.txt,9,Guard-driven shot with defensive pressure,0.3049828178694158
20180415MINHOU.txt,8,Marginal contact & non-call assessment,0.3048611111111111
20161108MINBKN.txt,10,Wing isolation or drive play,0.3047882136279926
20161128ATLGSW.txt,6,Off-ball or weak-side contact,0.3046989720998532
20170208TORMIN.txt,10,Wing isolation or drive play,0.304563492063492
20160331BOSPOR.txt,3,Perimeter shot with defender contact,0.3045171339563863
20151110NYKTOR.txt,10,Wing isolation or drive play,0.3045007032348805
20170214TORCHI.txt,1,Shot attempt with incidental contact,0.3045007032348805
20171213TORPHO.txt,10,Wing isolation or drive play,0.3043230944254835
20180224PORPHO.txt,3,Perimeter shot with defender contact,0.3043154761904762
20160224NYKIND.txt,5,Screen-related offensive contact,0.3043154761904762
20160323PHIDEN.txt,11,General shooting foul situation,0.3043071161048689
20160209UTADAL.txt,2,Replay review and ruling outcome,0.3042024832855778
20161118LACSAC.txt,7,Post-play physical contact,0.3040780141843971
20150405HOUOKC.txt,5,Screen-related offensive contact,0.3039617486338798
20180125SACMIA.txt,6,Off-ball or weak-side contact,0.3038507821901324
20161121BOSMIN.txt,1,Shot attempt with incidental contact,0.3034979423868312
20170225PHINYK.txt,9,Guard-driven shot with defensive pressure,0.3033625730994152
20160509GSWPOR.txt,6,Off-ball or weak-side contact,0.3031007751937984
20161026DALIND.txt,5,Screen-related offensive contact,0.3029782359679267
20150413DENLAC.txt,0,Close-range contact near the basket,0.3029513888888889
20171107NOPIND.txt,4,Drive or shot contested by defender,0.3029513888888889
20171210ATLNYK.txt,4,Drive or shot contested by defender,0.3028792912513843
20170227TORNYK.txt,4,Drive or shot contested by defender,0.3028606965174129
20160125DETUTA.txt,0,Close-range contact near the basket,0.3027613412228797
20151111LACDAL.txt,0,Close-range contact near the basket,0.3027613412228797
20170228UTAOKC.txt,5,Screen-related offensive contact,0.3026729559748428
20161104CHABKN.txt,10,Wing isolation or drive play,0.3024691358024691
20171107OKCSAC.txt,5,Screen-related offensive contact,0.3024425287356322
20170331SASOKC.txt,7,Post-play physical contact,0.3024242424242424
20180311INDBOS.txt,5,Screen-related offensive contact,0.3024007386888273
20171220SASPOR.txt,7,Post-play physical contact,0.3020094562647754
20161115TORCLE.txt,10,Wing isolation or drive play,0.3016975308641975
20180329OKCSAS.txt,7,Post-play physical contact,0.3015607580824972
20180302OKCPHO.txt,5,Screen-related offensive contact,0.3015607580824972
20171231BKNBOS.txt,10,Wing isolation or drive play,0.3014571948998178
20160203DENUTA.txt,0,Close-range contact near the basket,0.3012519561815336
20180323BOSPOR.txt,3,Perimeter shot with defender contact,0.3011603375527426
20180120MIACHA.txt,9,Guard-driven shot with defensive pressure,0.3011444921316166
20160411MILORL.txt,9,Guard-driven shot with defensive pressure,0.3008771929824561
20180119NYKUTA.txt,4,Drive or shot contested by defender,0.3008519701810437
20170203DALPOR.txt,3,Perimeter shot with defender contact,0.3005249343832021
20160123ATLPHO.txt,4,Drive or shot contested by defender,0.3004866180048661
20161110CHIMIA.txt,6,Off-ball or weak-side contact,0.3004246284501061
20170406WASNYK.txt,4,Drive or shot contested by defender,0.3003992015968064
20160125CHASAC.txt,7,Post-play physical contact,0.2999465811965812
20171226TORDAL.txt,10,Wing isolation or drive play,0.2998687664041995
20171026ATLCHI.txt,11,General shooting foul situation,0.2998633879781421
20160401ORLMIL.txt,3,Perimeter shot with defender contact,0.2998633879781421
20170115DETLAL.txt,3,Perimeter shot with defender contact,0.2998366013071895
20170308BKNATL.txt,10,Wing isolation or drive play,0.2998188405797101
20161215INDNOP.txt,4,Drive or shot contested by defender,0.2997967479674797
20150403OKCMEM.txt,5,Screen-related offensive contact,0.2997967479674797
20170122DENMIN.txt,1,Shot attempt with incidental contact,0.2997512437810945
20171021DETNYK.txt,3,Perimeter shot with defender contact,0.2992202729044834
20180130MINTOR.txt,1,Shot attempt with incidental contact,0.2990956072351421
20151202PHODET.txt,3,Perimeter shot with defender contact,0.2990867579908676
20150301CLEHOU.txt,1,Shot attempt with incidental contact,0.2990591397849462
20160102MEMUTA.txt,7,Post-play physical contact,0.2989766081871345
20171225HOUOKC.txt,5,Screen-related offensive contact,0.2989296636085627
20160316ATLDET.txt,3,Perimeter shot with defender contact,0.2986394557823129
20161209HOUOKC.txt,5,Screen-related offensive contact,0.2985185185185185
20170514SASGSW.txt,7,Post-play physical contact,0.2985185185185185
20161220LALCHA.txt,9,Guard-driven shot with defensive pressure,0.2984234234234234
20180210LALDAL.txt,6,Off-ball or weak-side contact,0.2983460559796438
20171230MIAORL.txt,6,Off-ball or weak-side contact,0.2980480480480481
20160205MILUTA.txt,0,Close-range contact near the basket,0.2979797979797979
20171207OKCBKN.txt,10,Wing isolation or drive play,0.297940797940798
20160311NOPMEM.txt,7,Post-play physical contact,0.2979225684608121
20161121DALSAS.txt,7,Post-play physical contact,0.2978547854785478
20180414NOPPOR.txt,4,Drive or shot contested by defender,0.2975490196078431
20180315CHIMEM.txt,7,Post-play physical contact,0.297316384180791
20161119GSWMIL.txt,6,Off-ball or weak-side contact,0.2970238095238095
20171220SACBKN.txt,10,Wing isolation or drive play,0.2968605724838412
20161204SACNYK.txt,7,Post-play physical contact,0.296844181459566
20160122CHAORL.txt,9,Guard-driven shot with defensive pressure,0.2967479674796748
20180311GSWMIN.txt,6,Off-ball or weak-side contact,0.296594982078853
20171219CLEMIL.txt,9,Guard-driven shot with defensive pressure,0.296234772978959
20171110MILSAS.txt,9,Guard-driven shot with defensive pressure,0.2962121212121212
20171228MINMIL.txt,1,Shot attempt with incidental contact,0.2962003454231433
20180401MILDEN.txt,9,Guard-driven shot with defensive pressure,0.2961469534050179
20170121PORBOS.txt,11,General shooting foul situation,0.2960992907801418
20180403BOSMIL.txt,9,Guard-driven shot with defensive pressure,0.2960618846694796
20151223SACIND.txt,5,Screen-related offensive contact,0.2958333333333333
20160112OKCMIN.txt,1,Shot attempt with incidental contact,0.2957610789980732
20180205ORLMIA.txt,6,Off-ball or weak-side contact,0.2957175925925926
20170125MIABKN.txt,10,Wing isolation or drive play,0.2956989247311828
20160510OKCSAS.txt,5,Screen-related offensive contact,0.2953703703703703
20180314WASBOS.txt,11,General shooting foul situation,0.2952473958333333
20170306HOUSAS.txt,8,Marginal contact & non-call assessment,0.2951713395638629
20180531CLEGSW.txt,1,Shot attempt with incidental contact,0.2950937950937951
20180318OKCTOR.txt,10,Wing isolation or drive play,0.2950450450450451
20151114DETLAC.txt,0,Close-range contact near the basket,0.2949735449735449
20160127OKCMIN.txt,1,Shot attempt with incidental contact,0.2949346405228758
20170406MINPOR.txt,3,Perimeter shot with defender contact,0.2947916666666667
20151107MINCHI.txt,1,Shot attempt with incidental contact,0.2945578231292517
20170307POROKC.txt,3,Perimeter shot with defender contact,0.294481981981982
20151117CLEDET.txt,1,Shot attempt with incidental contact,0.2943840579710144
20171208GSWDET.txt,6,Off-ball or weak-side contact,0.2942497753818509
20180313MINWAS.txt,1,Shot attempt with incidental contact,0.2940860215053764
20180319MEMBKN.txt,10,Wing isolation or drive play,0.2940841865756541
20170427TORMIL.txt,10,Wing isolation or drive play,0.2940821256038647
20160126MIABKN.txt,6,Off-ball or weak-side contact,0.294066317626527
20180214MIAPHI.txt,9,Guard-driven shot with defensive pressure,0.2938751472320377
20160108DALMIL.txt,9,Guard-driven shot with defensive pressure,0.2938218390804598
20180316SACGSW.txt,7,Post-play physical contact,0.2937984496124031
20150418WASTOR.txt,10,Wing isolation or drive play,0.2935823754789272
20180314MIASAC.txt,7,Post-play physical contact,0.2935823754789272
20170403PORMIN.txt,1,Shot attempt with incidental contact,0.2935435435435435
20180306NOPLAC.txt,4,Drive or shot contested by defender,0.2934959349593495
20180317DENMEM.txt,7,Post-play physical contact,0.2934959349593495
20160329OKCDET.txt,5,Screen-related offensive contact,0.2934397163120567
20151104TOROKC.txt,10,Wing isolation or drive play,0.2933723196881092
20180303LALSAS.txt,6,Off-ball or weak-side contact,0.2933042212518195
20161114MEMUTA.txt,0,Close-range contact near the basket,0.2932900432900432
20180330MINDAL.txt,1,Shot attempt with incidental contact,0.2931488801054018
20171204MINMEM.txt,1,Shot attempt with incidental contact,0.2931488801054018
20160202MINLAL.txt,6,Off-ball or weak-side contact,0.2930790960451978
20180405BKNMIL.txt,9,Guard-driven shot with defensive pressure,0.2929487179487179
20161230MIABOS.txt,6,Off-ball or weak-side contact,0.2929042904290428
20170329CHATOR.txt,10,Wing isolation or drive play,0.2929042904290428
20160114SACUTA.txt,0,Close-range contact near the basket,0.292824074074074
20171206SACCLE.txt,7,Post-play physical contact,0.2925790754257907
20160220MILATL.txt,9,Guard-driven shot with defensive pressure,0.2924701561065198
20171026LACPOR.txt,3,Perimeter shot with defender contact,0.2922979797979798
20170303NYKPHI.txt,4,Drive or shot contested by defender,0.2922453703703704
20170319BOSPHI.txt,11,General shooting foul situation,0.2921245421245421
20151204HOUDAL.txt,2,Replay review and ruling outcome,0.2920711974110032
20161220PORSAC.txt,3,Perimeter shot with defender contact,0.2919191919191919
20151028LACSAC.txt,0,Close-range contact near the basket,0.2916666666666667
20180122MINLAC.txt,1,Shot attempt with incidental contact,0.2916666666666667
20171109PHISAC.txt,9,Guard-driven shot with defensive pressure,0.2916666666666667
20170420CLEIND.txt,1,Shot attempt with incidental contact,0.2915006640106242
20180212ORLCHI.txt,11,General shooting foul situation,0.2915006640106242
20171120INDORL.txt,5,Screen-related offensive contact,0.2915006640106242
20171201CHAMIA.txt,6,Off-ball or weak-side contact,0.2915006640106242
20160105NYKATL.txt,2,Replay review and ruling outcome,0.2912186379928315
20170404CHAWAS.txt,9,Guard-driven shot with defensive pressure,0.2910906298003072
20151115MEMMIN.txt,7,Post-play physical contact,0.2910189982728842
20171218MIAATL.txt,6,Off-ball or weak-side contact,0.290994623655914
20180323DENWAS.txt,11,General shooting foul situation,0.290922619047619
20161203BOSPHI.txt,9,Guard-driven shot with defensive pressure,0.2908333333333333
20151231LACNOP.txt,4,Drive or shot contested by defender,0.2907196969696969
20161230PHIDEN.txt,9,Guard-driven shot with defensive pressure,0.2906602254428341
20160321MILDET.txt,9,Guard-driven shot with defensive pressure,0.2904761904761905
20160427CHAMIA.txt,6,Off-ball or weak-side contact,0.2902523933855526
20170315SACPHO.txt,4,Drive or shot contested by defender,0.2898894154818325
20161211BOSOKC.txt,11,General shooting foul situation,0.2896613190730838
20160226CHAIND.txt,9,Guard-driven shot with defensive pressure,0.2895299145299145
20161028PHOOKC.txt,4,Drive or shot contested by defender,0.2894002789400279
20170125TORMEM.txt,10,Wing isolation or drive play,0.2892628205128205
20161028CLETOR.txt,10,Wing isolation or drive play,0.2892156862745098
20151112UTAMIA.txt,0,Close-range contact near the basket,0.2892156862745098
20171027DENATL.txt,2,Replay review and ruling outcome,0.2891498881431767
20161106PORMEM.txt,7,Post-play physical contact,0.2890772128060263
20171202SACMIL.txt,9,Guard-driven shot with defensive pressure,0.289039039039039
20170321DETBKN.txt,10,Wing isolation or drive play,0.2888307155322862
20160105SACDAL.txt,2,Replay review and ruling outcome,0.2887109077040427
20171213PORMIA.txt,3,Perimeter shot with defender contact,0.2886178861788618
20180403INDDEN.txt,5,Screen-related offensive contact,0.2882689556509299
20170407MINUTA.txt,1,Shot attempt with incidental contact,0.2882136279926335
20150401CHIMIL.txt,2,Replay review and ruling outcome,0.2879901960784313
20180327PORNOP.txt,4,Drive or shot contested by defender,0.2877739331026528
20171022MINOKC.txt,1,Shot attempt with incidental contact,0.2877252252252252
20171215MIACHA.txt,9,Guard-driven shot with defensive pressure,0.2876230661040788
20161030GSWPHO.txt,4,Drive or shot contested by defender,0.2876016260162601
20161101SACMIA.txt,6,Off-ball or weak-side contact,0.2875243664717349
20180103DETMIA.txt,6,Off-ball or weak-side contact,0.2872696817420435
20171228PHIPOR.txt,9,Guard-driven shot with defensive pressure,0.2872582480091012
20171024NOPPOR.txt,3,Perimeter shot with defender contact,0.2872168284789644
20160422CLEDET.txt,1,Shot attempt with incidental contact,0.2872168284789644
20180326NYKCHA.txt,9,Guard-driven shot with defensive pressure,0.2871878393051031
20161116WASPHI.txt,9,Guard-driven shot with defensive pressure,0.2871674491392801
20171020ORLBKN.txt,10,Wing isolation or drive play,0.2870778267254038
20150325LALMIN.txt,1,Shot attempt with incidental contact,0.2870778267254038
20150410DALDEN.txt,2,Replay review and ruling outcome,0.2869986168741356
20151217OKCCLE.txt,1,Shot attempt with incidental contact,0.2869047619047619
20180320HOUPOR.txt,3,Perimeter shot with defender contact,0.2868649318463445
20160201DETBKN.txt,3,Perimeter shot with defender contact,0.2867965367965367
20180211DETATL.txt,3,Perimeter shot with defender contact,0.2867564534231201
20160206WASCHA.txt,9,Guard-driven shot with defensive pressure,0.2867063492063492
20180109MIATOR.txt,6,Off-ball or weak-side contact,0.2862950058072009
20150304LALMIA.txt,6,Off-ball or weak-side contact,0.2859078590785908
20151202LALWAS.txt,6,Off-ball or weak-side contact,0.2859078590785908
20161130NYKMIN.txt,1,Shot attempt with incidental contact,0.2858880778588807
20150306LALMEM.txt,2,Replay review and ruling outcome,0.2858649789029536
20160108OKCLAL.txt,6,Off-ball or weak-side contact,0.2858527131782946
20160113NYKBKN.txt,10,Wing isolation or drive play,0.28584229390681
20161116NOPORL.txt,4,Drive or shot contested by defender,0.2858376511226252
20180110NOPMEM.txt,7,Post-play physical contact,0.285829307568438
20170112NOPBKN.txt,4,Drive or shot contested by defender,0.2858255451713395
20170322ATLWAS.txt,3,Perimeter shot with defender contact,0.2858220211161387
20180204PORBOS.txt,11,General shooting foul situation,0.2858048162230672
20180209MILMIA.txt,9,Guard-driven shot with defensive pressure,0.2853200883002207
20171024BKNORL.txt,10,Wing isolation or drive play,0.2853107344632768
20160324PORLAC.txt,0,Close-range contact near the basket,0.285230352303523
20180112CLEIND.txt,5,Screen-related offensive contact,0.2851851851851852
20180223SASDEN.txt,7,Post-play physical contact,0.2851500789889415
20150331INDBKN.txt,5,Screen-related offensive contact,0.2849462365591397
20161217CHAATL.txt,9,Guard-driven shot with defensive pressure,0.2849099099099099
20160406HOUDAL.txt,2,Replay review and ruling outcome,0.2848958333333333
20161223HOUMEM.txt,8,Marginal contact & non-call assessment,0.284869976359338
20150304PHIOKC.txt,5,Screen-related offensive contact,0.2846666666666667
20170312MIAIND.txt,6,Off-ball or weak-side contact,0.284636488340192
20150415WASCLE.txt,1,Shot attempt with incidental contact,0.284570596797671
20150303HOUATL.txt,2,Replay review and ruling outcome,0.2843642611683848
20151111MILDEN.txt,9,Guard-driven shot with defensive pressure,0.2842003853564547
20171220MINDEN.txt,11,General shooting foul situation,0.2840277777777778
20180113DETCHI.txt,11,General shooting foul situation,0.2838888888888889
20180505BOSPHI.txt,9,Guard-driven shot with defensive pressure,0.2837681159420289
20171208CLEIND.txt,5,Screen-related offensive contact,0.2835917312661499
20161029MINSAC.txt,1,Shot attempt with incidental contact,0.2833333333333334
20170409MINLAL.txt,1,Shot attempt with incidental contact,0.2832585949177877
20161130WASOKC.txt,5,Screen-related offensive contact,0.2832310838445808
20150313ORLBOS.txt,3,Perimeter shot with defender contact,0.2832310838445808
20151129DETBKN.txt,10,Wing isolation or drive play,0.283179012345679
20161102LALATL.txt,6,Off-ball or weak-side contact,0.2829059829059829
20180113GSWTOR.txt,10,Wing isolation or drive play,0.2829010566762728
20160323UTAHOU.txt,0,Close-range contact near the basket,0.2828492392807745
20150317SASNYK.txt,2,Replay review and ruling outcome,0.282719836400818
20170127CHANYK.txt,4,Drive or shot contested by defender,0.2826887661141805
